temperature,humidity,wind_speed,pressure,rainfall,disaster_type,risk
49,88,14,986,142,Cyclone,High
13,99,15,1022,9,Earthquake,Low
18,25,38,1002,186,Wildfire,High
37,54,38,1016,161,Earthquake,High
49,83,2,1023,154,Flood,High
20,25,17,997,469,Earthquake,Extreme
40,64,29,1005,443,Flood,Extreme
39,53,29,1008,263,Cyclone,Extreme
34,68,31,1003,151,Landslide,High
49,49,1,1024,466,Wildfire,Extreme
38,60,9,994,379,Landslide,Extreme
38,74,7,998,213,Flood,High
24,94,14,982,399,Landslide,Extreme
29,83,34,1005,202,Earthquake,Extreme
24,22,13,988,344,Landslide,Extreme
28,86,37,980,250,Flood,Extreme
36,71,24,998,190,Cyclone,High
49,97,11,1001,138,Flood,High
10,80,2,1009,485,Wildfire,Extreme
31,75,20,1014,497,Wildfire,Extreme
42,45,43,1022,343,Landslide,Extreme
18,65,43,982,16,Landslide,Medium
10,63,41,1003,285,Flood,Extreme
20,87,26,1019,243,Flood,Extreme
49,43,7,997,453,Cyclone,Extreme
38,38,11,986,463,Landslide,Extreme
35,94,40,1004,284,Flood,Extreme
29,92,37,1006,439,Earthquake,Extreme
47,46,10,981,215,Landslide,High
13,68,5,993,3,Wildfire,Low
50,94,36,1001,219,Landslide,Extreme
12,24,3,1011,380,Landslide,Extreme
28,94,42,1003,52,Earthquake,Medium
36,47,3,1007,168,Cyclone,High
49,64,1,993,175,Earthquake,High
39,42,10,997,317,Cyclone,Extreme
23,84,1,985,74,Earthquake,Medium
32,22,6,1017,476,Landslide,Extreme
45,77,29,1013,182,Earthquake,High
48,81,7,985,75,Landslide,Medium
24,96,45,1007,385,Flood,Extreme
35,84,18,995,188,Flood,High
26,39,2,1003,366,Cyclone,Extreme
22,22,21,993,243,Landslide,High
17,31,35,1016,174,Earthquake,High
10,49,16,987,404,Wildfire,Extreme
20,84,42,1009,209,Wildfire,Extreme
50,48,9,998,130,Landslide,Medium
35,60,16,995,267,Flood,Extreme
48,34,45,981,151,Flood,High
37,62,40,1001,489,Cyclone,Extreme
13,55,11,1015,298,Cyclone,Extreme
17,79,36,987,366,Wildfire,Extreme
32,48,16,1011,229,Wildfire,High
45,93,18,1010,45,Cyclone,Medium
20,39,27,1019,197,Cyclone,High
11,60,44,1007,460,Earthquake,Extreme
23,71,30,981,194,Earthquake,High
39,47,3,1000,133,Flood,Medium
31,78,33,998,483,Wildfire,Extreme
22,32,28,1024,366,Cyclone,Extreme
39,93,26,1023,424,Cyclone,Extreme
25,58,9,1019,49,Cyclone,Low
15,65,31,989,418,Wildfire,Extreme
45,43,15,985,139,Cyclone,High
25,85,33,991,199,Landslide,Extreme
39,29,26,990,381,Wildfire,Extreme
22,46,37,997,98,Cyclone,Medium
45,65,7,1012,165,Earthquake,High
28,51,20,997,372,Landslide,Extreme
10,23,44,1003,337,Flood,Extreme
34,45,44,992,110,Wildfire,High
13,22,20,1023,298,Earthquake,High
48,56,14,984,83,Flood,Medium
37,64,31,1016,402,Flood,Extreme
38,89,17,1012,207,Earthquake,Extreme
41,93,10,999,218,Flood,Extreme
18,26,20,1004,363,Earthquake,Extreme
28,59,33,1009,343,Wildfire,Extreme
46,32,17,1017,359,Wildfire,Extreme
35,37,37,1018,498,Landslide,Extreme
28,51,17,1023,140,Flood,Medium
16,37,21,1013,419,Wildfire,Extreme
40,99,18,1016,478,Flood,Extreme
39,85,3,1013,445,Landslide,Extreme
40,57,2,993,145,Wildfire,High
35,49,37,985,181,Flood,High
43,48,28,989,283,Earthquake,Extreme
50,85,32,1025,408,Landslide,Extreme
34,60,35,993,214,Flood,Extreme
24,63,31,992,111,Flood,High
44,94,42,1010,465,Landslide,Extreme
12,92,33,1003,192,Cyclone,High
46,75,10,980,357,Landslide,Extreme
42,34,1,1020,372,Earthquake,Extreme
50,38,7,1020,297,Earthquake,Extreme
35,26,16,990,276,Cyclone,Extreme
15,67,5,1001,94,Flood,Medium
27,27,16,980,332,Cyclone,Extreme
31,58,38,1002,185,Wildfire,High
44,93,1,980,388,Wildfire,Extreme
39,42,11,1009,234,Wildfire,High
48,40,10,992,11,Earthquake,Low
21,95,20,1007,49,Wildfire,Medium
21,36,40,985,62,Cyclone,Medium
29,38,2,1012,283,Wildfire,High
13,39,1,998,93,Earthquake,Low
31,76,44,987,349,Landslide,Extreme
48,76,29,989,120,Cyclone,High
41,42,36,1017,381,Flood,Extreme
29,58,20,1019,143,Earthquake,Medium
27,39,31,1014,355,Wildfire,Extreme
23,84,10,1023,291,Earthquake,Extreme
35,82,39,997,62,Wildfire,Medium
19,64,35,983,225,Earthquake,Extreme
23,97,33,998,242,Wildfire,Extreme
36,32,32,983,385,Earthquake,Extreme
49,98,19,995,474,Earthquake,Extreme
17,70,4,997,249,Flood,High
14,69,16,999,484,Cyclone,Extreme
24,33,16,986,482,Earthquake,Extreme
48,67,12,981,256,Earthquake,Extreme
39,63,17,1024,38,Wildfire,Medium
32,36,17,1006,483,Flood,Extreme
50,90,18,1012,175,Flood,High
25,52,13,981,102,Flood,Medium
13,49,40,1002,271,Wildfire,Extreme
43,83,21,1020,200,Cyclone,High
38,80,22,1014,208,Cyclone,Extreme
17,82,9,1008,17,Cyclone,Low
37,83,13,984,351,Cyclone,Extreme
16,100,10,984,153,Wildfire,High
41,70,21,983,81,Earthquake,Medium
34,68,32,1013,358,Cyclone,Extreme
19,95,15,1013,104,Flood,Medium
48,37,18,1003,32,Landslide,Low
15,68,42,985,31,Wildfire,Medium
32,95,44,987,35,Earthquake,Medium
28,31,35,983,324,Flood,Extreme
45,25,24,998,429,Flood,Extreme
42,43,13,996,52,Wildfire,Medium
48,59,22,990,20,Landslide,Medium
26,62,20,1018,115,Cyclone,Medium
39,78,25,1010,443,Flood,Extreme
28,97,23,1002,294,Earthquake,Extreme
17,95,3,993,242,Earthquake,Extreme
39,32,10,993,36,Wildfire,Low
13,32,1,988,136,Wildfire,Medium
22,88,11,1021,35,Earthquake,Low
25,69,34,1024,469,Cyclone,Extreme
24,32,21,992,190,Wildfire,High
10,80,20,1025,264,Wildfire,Extreme
19,93,20,991,212,Flood,Extreme
25,26,7,1010,228,Flood,High
19,77,32,1022,334,Flood,Extreme
49,45,26,1021,276,Flood,Extreme
41,93,44,999,296,Flood,Extreme
22,93,28,1010,487,Cyclone,Extreme
43,46,2,984,235,Wildfire,High
23,83,2,996,347,Flood,Extreme
13,67,41,1000,265,Wildfire,Extreme
44,38,26,989,362,Flood,Extreme
24,61,29,998,102,Landslide,Medium
39,69,34,995,311,Wildfire,Extreme
10,69,43,994,8,Cyclone,Medium
15,22,20,1004,207,Wildfire,High
40,20,14,1010,89,Earthquake,Medium
35,37,27,1014,427,Wildfire,Extreme
26,42,18,995,198,Flood,High
26,93,37,995,6,Cyclone,Medium
11,82,13,999,477,Earthquake,Extreme
28,86,43,1016,40,Wildfire,Medium
48,58,33,1019,334,Flood,Extreme
24,36,45,1015,364,Cyclone,Extreme
45,88,9,1008,341,Flood,Extreme
31,78,12,993,214,Flood,High
15,97,23,1023,283,Wildfire,Extreme
16,89,14,992,177,Landslide,High
12,66,36,1007,232,Earthquake,Extreme
40,65,3,994,270,Earthquake,Extreme
35,32,40,1023,131,Earthquake,Medium
14,87,16,997,339,Flood,Extreme
17,99,27,1008,17,Earthquake,Medium
30,66,4,1016,254,Earthquake,High
11,69,39,1010,83,Landslide,Medium
32,89,1,1011,157,Wildfire,High
16,98,40,995,429,Cyclone,Extreme
17,93,5,980,107,Earthquake,Medium
39,42,29,1008,336,Flood,Extreme
10,47,10,987,321,Earthquake,Extreme
12,77,17,984,271,Cyclone,Extreme
14,69,36,1001,89,Earthquake,Medium
31,95,31,998,211,Landslide,Extreme
20,30,24,992,189,Flood,High
36,83,16,999,130,Cyclone,High
49,27,18,1024,173,Wildfire,High
20,70,25,991,319,Flood,Extreme
33,30,35,1019,463,Flood,Extreme
25,94,33,986,390,Earthquake,Extreme
47,58,9,990,411,Wildfire,Extreme
33,43,10,985,408,Cyclone,Extreme
45,20,20,1015,431,Flood,Extreme
44,99,7,1019,113,Cyclone,High
11,47,25,982,400,Wildfire,Extreme
20,28,2,1013,259,Flood,High
37,52,12,1003,78,Wildfire,Medium
26,23,30,1012,343,Landslide,Extreme
25,68,12,985,227,Landslide,High
10,43,1,998,259,Landslide,High
33,99,31,1010,152,Cyclone,High
31,27,3,1002,239,Landslide,High
41,39,20,983,434,Cyclone,Extreme
13,53,36,998,0,Cyclone,Low
45,74,34,995,214,Wildfire,Extreme
34,84,39,1000,21,Cyclone,Medium
27,26,28,1018,372,Earthquake,Extreme
48,27,38,996,345,Earthquake,Extreme
34,51,8,1016,282,Landslide,Extreme
49,73,33,1004,204,Landslide,Extreme
33,34,31,991,197,Landslide,High
10,45,10,1025,86,Landslide,Low
48,33,36,1025,106,Flood,Medium
45,64,32,1014,336,Landslide,Extreme
46,38,37,998,136,Landslide,High
29,89,15,989,419,Flood,Extreme
44,41,9,1002,56,Flood,Medium
39,94,35,1016,403,Landslide,Extreme
38,39,26,1009,425,Cyclone,Extreme
31,32,43,1023,263,Landslide,Extreme
20,25,30,1002,96,Earthquake,Medium
17,36,39,1025,359,Wildfire,Extreme
16,90,10,1011,48,Cyclone,Medium
25,79,36,1022,255,Cyclone,Extreme
28,51,5,990,56,Earthquake,Medium
21,32,44,996,478,Wildfire,Extreme
24,43,34,980,8,Flood,Low
18,73,29,992,445,Wildfire,Extreme
33,24,6,980,438,Cyclone,Extreme
17,97,39,1016,106,Cyclone,High
38,22,17,1001,328,Flood,Extreme
20,44,10,1013,425,Flood,Extreme
23,88,1,996,263,Earthquake,Extreme
22,53,15,1017,193,Earthquake,High
27,20,45,1013,155,Flood,High
19,78,15,1006,335,Wildfire,Extreme
16,52,8,981,105,Earthquake,Medium
37,23,14,1022,148,Cyclone,Medium
50,81,8,984,168,Flood,High
25,28,15,1021,100,Earthquake,Medium
20,51,34,992,167,Cyclone,High
32,79,39,988,281,Cyclone,Extreme
16,51,3,990,317,Flood,Extreme
10,57,30,1014,137,Landslide,Medium
12,65,21,1007,383,Wildfire,Extreme
29,72,45,1003,289,Cyclone,Extreme
15,84,10,1006,348,Landslide,Extreme
24,92,45,999,50,Earthquake,Medium
46,80,8,1014,150,Flood,High
22,74,23,993,302,Wildfire,Extreme
32,48,6,990,476,Wildfire,Extreme
39,80,23,1025,425,Wildfire,Extreme
35,83,25,1012,309,Earthquake,Extreme
21,75,2,1004,43,Flood,Low
29,99,16,995,480,Earthquake,Extreme
24,42,30,993,438,Earthquake,Extreme
28,63,43,1014,22,Wildfire,Medium
22,85,13,1019,94,Flood,Medium
33,20,38,995,358,Cyclone,Extreme
29,57,14,1014,170,Cyclone,High
17,39,13,1018,495,Flood,Extreme
43,94,4,984,490,Earthquake,Extreme
29,37,1,1000,144,Flood,Medium
39,85,22,1013,498,Cyclone,Extreme
36,53,26,999,344,Wildfire,Extreme
42,62,27,994,84,Landslide,Medium
18,62,5,1023,232,Wildfire,High
20,65,15,1013,145,Flood,Medium
30,24,24,1011,464,Wildfire,Extreme
37,46,26,999,72,Cyclone,Medium
32,45,11,1025,318,Cyclone,Extreme
48,88,2,1001,60,Earthquake,Medium
28,48,38,980,98,Flood,Medium
19,45,14,1015,414,Earthquake,Extreme
13,45,32,1000,376,Wildfire,Extreme
11,28,24,989,82,Cyclone,Medium
36,51,37,1000,481,Flood,Extreme
25,40,38,1014,82,Wildfire,Medium
45,81,38,995,240,Cyclone,Extreme
21,97,31,1009,280,Wildfire,Extreme
26,37,20,981,442,Wildfire,Extreme
14,90,33,987,298,Landslide,Extreme
20,77,31,1008,344,Landslide,Extreme
42,59,32,998,447,Landslide,Extreme
14,39,34,999,25,Earthquake,Low
34,65,1,996,457,Wildfire,Extreme
22,77,18,1025,169,Flood,High
38,75,11,988,346,Landslide,Extreme
43,21,18,987,398,Wildfire,Extreme
18,28,14,1006,183,Landslide,Medium
12,26,20,999,392,Earthquake,Extreme
42,48,40,993,347,Landslide,Extreme
50,80,13,993,446,Earthquake,Extreme
47,56,44,1011,195,Earthquake,Extreme
10,99,7,1009,158,Wildfire,High
42,89,41,1024,238,Earthquake,Extreme
20,81,15,1009,334,Flood,Extreme
25,36,6,1009,273,Landslide,High
16,34,26,989,17,Cyclone,Low
42,35,8,983,87,Cyclone,Medium
36,28,26,1006,499,Earthquake,Extreme
15,54,1,998,286,Cyclone,Extreme
12,81,37,1004,392,Flood,Extreme
50,24,30,1024,14,Landslide,Low
23,24,30,983,157,Wildfire,High
22,63,6,1000,190,Flood,High
14,40,24,985,438,Cyclone,Extreme
15,74,26,1025,475,Landslide,Extreme
43,90,6,1017,73,Wildfire,Medium
49,52,23,1021,150,Cyclone,High
41,61,26,988,369,Cyclone,Extreme
17,69,5,1004,231,Earthquake,High
19,75,27,1007,29,Cyclone,Medium
12,56,44,983,264,Earthquake,Extreme
39,75,10,1020,320,Cyclone,Extreme
24,85,23,985,410,Earthquake,Extreme
20,87,16,1006,376,Cyclone,Extreme
13,38,31,981,40,Landslide,Low
40,47,4,1008,455,Flood,Extreme
13,69,18,998,267,Earthquake,Extreme
25,26,19,1003,127,Wildfire,Medium
28,80,19,1023,474,Wildfire,Extreme
34,68,21,985,60,Cyclone,Medium
49,79,34,1003,276,Earthquake,Extreme
18,84,32,1003,333,Flood,Extreme
36,92,10,988,156,Cyclone,High
47,35,21,1015,25,Flood,Low
37,60,3,992,482,Cyclone,Extreme
47,90,20,1003,297,Landslide,Extreme
25,31,22,998,98,Cyclone,Medium
31,41,19,1006,61,Landslide,Medium
48,84,38,1010,294,Cyclone,Extreme
15,68,32,996,486,Cyclone,Extreme
46,71,4,983,426,Landslide,Extreme
33,68,19,1009,321,Landslide,Extreme
29,66,11,981,272,Landslide,Extreme
43,56,32,993,127,Cyclone,High
43,26,19,1015,308,Landslide,Extreme
33,68,16,1002,117,Flood,Medium
29,22,20,982,185,Flood,High
50,48,37,983,230,Earthquake,Extreme
35,73,17,994,145,Earthquake,High
21,64,41,993,168,Landslide,High
10,86,12,1003,433,Cyclone,Extreme
23,71,39,1021,351,Flood,Extreme
46,42,20,981,95,Flood,Medium
16,40,17,1016,398,Earthquake,Extreme
13,32,25,987,122,Wildfire,Medium
39,26,2,982,210,Earthquake,High
26,98,22,1012,409,Flood,Extreme
46,47,20,1008,473,Cyclone,Extreme
49,97,13,1001,341,Landslide,Extreme
34,52,19,1005,281,Flood,Extreme
39,78,22,1019,272,Earthquake,Extreme
41,58,40,1007,123,Wildfire,High
31,65,33,1024,445,Wildfire,Extreme
16,83,7,1007,240,Cyclone,High
32,26,9,1013,352,Landslide,Extreme
47,68,33,1023,138,Wildfire,High
42,99,7,984,243,Landslide,Extreme
23,90,2,988,467,Flood,Extreme
23,83,5,1009,408,Landslide,Extreme
10,90,14,988,230,Earthquake,Extreme
15,62,31,1015,381,Wildfire,Extreme
29,57,9,986,336,Landslide,Extreme
31,64,39,994,377,Wildfire,Extreme
19,46,40,981,359,Wildfire,Extreme
42,39,23,1017,191,Cyclone,High
39,66,37,984,54,Cyclone,Medium
45,31,16,1004,104,Landslide,Medium
36,81,6,982,447,Landslide,Extreme
45,42,28,992,457,Wildfire,Extreme
14,37,35,1018,185,Landslide,High
17,24,41,1006,57,Wildfire,Medium
40,66,5,1024,180,Cyclone,High
42,42,22,986,287,Flood,Extreme
35,80,4,994,3,Earthquake,Low
23,44,8,987,346,Earthquake,Extreme
41,80,34,984,427,Cyclone,Extreme
30,33,12,1006,154,Earthquake,Medium
50,90,18,984,298,Cyclone,Extreme
37,81,25,983,216,Cyclone,Extreme
29,65,23,981,248,Wildfire,Extreme
17,61,11,1004,396,Cyclone,Extreme
21,40,8,985,122,Cyclone,Medium
34,29,43,1005,226,Wildfire,Extreme
17,47,8,983,139,Flood,Medium
48,32,7,1012,200,Wildfire,High
13,54,35,1011,412,Wildfire,Extreme
36,31,10,981,18,Cyclone,Low
34,62,35,986,407,Landslide,Extreme
17,86,35,1001,46,Earthquake,Medium
20,51,28,1019,167,Flood,High
34,46,29,1016,393,Landslide,Extreme
13,42,38,1014,315,Landslide,Extreme
14,68,26,995,59,Wildfire,Medium
30,51,32,990,14,Cyclone,Medium
49,89,37,998,66,Earthquake,High
27,64,5,1022,341,Wildfire,Extreme
12,24,21,1013,71,Landslide,Low
27,78,41,1024,180,Wildfire,High
28,20,34,1008,58,Cyclone,Medium
49,50,18,1022,498,Cyclone,Extreme
18,43,32,996,312,Earthquake,Extreme
18,88,5,1012,325,Wildfire,Extreme
10,99,43,1022,455,Wildfire,Extreme
12,64,17,992,202,Cyclone,High
13,69,29,1014,69,Earthquake,Medium
48,42,2,1019,276,Landslide,Extreme
32,38,8,989,24,Landslide,Low
49,61,45,980,216,Earthquake,Extreme
11,37,28,990,93,Earthquake,Medium
24,21,36,1010,352,Wildfire,Extreme
11,68,3,1004,360,Cyclone,Extreme
44,92,5,1004,367,Landslide,Extreme
48,39,13,996,2,Landslide,Low
27,31,7,1014,181,Cyclone,Medium
26,41,3,980,274,Landslide,Extreme
14,51,40,999,483,Cyclone,Extreme
19,27,35,1003,423,Wildfire,Extreme
22,97,42,1017,20,Flood,Medium
43,28,18,992,341,Wildfire,Extreme
44,66,15,998,191,Cyclone,High
29,52,26,1001,400,Flood,Extreme
17,85,30,1011,209,Earthquake,High
10,24,15,1018,131,Cyclone,Medium
38,81,33,1019,230,Landslide,Extreme
18,24,8,1013,35,Wildfire,Low
39,34,3,1018,426,Flood,Extreme
29,37,41,987,177,Cyclone,High
41,75,16,1023,164,Cyclone,High
22,35,6,997,267,Cyclone,High
16,56,23,999,225,Flood,High
15,24,29,1006,176,Flood,High
32,27,42,1003,472,Earthquake,Extreme
40,42,7,1007,352,Cyclone,Extreme
40,87,11,1001,487,Wildfire,Extreme
32,83,32,1014,20,Cyclone,Medium
35,83,10,1008,91,Landslide,Medium
22,100,20,993,136,Earthquake,High
45,25,39,1012,35,Flood,Medium
11,54,27,998,310,Wildfire,Extreme
47,54,23,1020,188,Flood,High
39,98,37,1001,397,Earthquake,Extreme
45,25,43,1004,343,Cyclone,Extreme
46,26,27,993,487,Landslide,Extreme
11,22,25,984,456,Wildfire,Extreme
49,48,23,986,32,Earthquake,Medium
17,20,9,991,124,Earthquake,Medium
26,20,36,1022,102,Earthquake,Medium
25,23,8,996,67,Flood,Low
39,80,38,1016,95,Cyclone,High
46,82,36,1012,439,Wildfire,Extreme
19,68,25,1004,146,Earthquake,High
18,51,10,1012,409,Earthquake,Extreme
44,99,33,1018,12,Cyclone,Medium
47,65,41,987,147,Earthquake,High
24,67,38,999,68,Flood,Medium
44,73,35,996,396,Cyclone,Extreme
33,57,40,1005,15,Cyclone,Medium
20,41,7,1014,466,Cyclone,Extreme
45,80,25,1002,258,Flood,Extreme
22,60,45,996,168,Flood,High
40,92,12,994,376,Flood,Extreme
12,65,25,998,220,Flood,High
47,60,10,1005,229,Cyclone,Extreme
15,63,25,988,194,Cyclone,High
25,84,28,1002,193,Landslide,High
20,30,40,990,109,Landslide,Medium
44,82,26,1015,211,Landslide,Extreme
18,72,28,1000,296,Cyclone,Extreme
19,22,42,997,463,Wildfire,Extreme
16,87,25,992,486,Landslide,Extreme
19,85,38,996,184,Earthquake,High
19,74,31,982,197,Cyclone,High
36,95,28,1019,237,Earthquake,Extreme
25,36,10,1005,200,Wildfire,High
45,63,33,1017,2,Earthquake,Medium
16,45,3,981,422,Wildfire,Extreme
36,62,31,982,303,Wildfire,Extreme
37,90,44,1012,193,Cyclone,Extreme
37,72,42,1013,416,Earthquake,Extreme
34,50,17,1018,391,Flood,Extreme
31,28,40,1024,244,Wildfire,High
49,66,26,996,422,Flood,Extreme
43,37,12,1012,497,Earthquake,Extreme
11,52,35,988,28,Cyclone,Low
33,56,34,1000,270,Flood,Extreme
43,82,14,1019,256,Wildfire,Extreme
40,59,11,997,406,Flood,Extreme
37,85,8,984,270,Cyclone,Extreme
45,58,26,1001,362,Cyclone,Extreme
34,20,45,980,89,Landslide,Medium
32,34,27,991,376,Flood,Extreme
40,87,45,1020,346,Cyclone,Extreme
29,51,37,1004,461,Landslide,Extreme
32,98,44,980,397,Landslide,Extreme
45,82,11,981,415,Cyclone,Extreme
47,45,5,995,239,Landslide,High
46,78,25,981,326,Cyclone,Extreme
23,56,36,1003,241,Earthquake,Extreme
16,91,18,1017,142,Wildfire,High
41,77,13,1019,494,Earthquake,Extreme
15,79,36,1019,182,Landslide,High
12,95,18,1003,263,Landslide,Extreme
48,78,6,1000,27,Landslide,Medium
36,77,6,1005,433,Flood,Extreme
31,94,24,1009,245,Cyclone,Extreme
33,40,25,1018,283,Flood,Extreme
48,23,42,1003,52,Earthquake,Medium
25,68,10,1002,227,Landslide,High
19,63,28,1000,7,Flood,Low
49,66,10,1023,384,Wildfire,Extreme
31,54,1,1012,241,Flood,High
17,29,23,990,309,Landslide,Extreme
32,67,8,1009,153,Wildfire,High
25,86,36,995,429,Cyclone,Extreme
10,29,20,999,137,Cyclone,Medium
19,98,42,980,2,Wildfire,Medium
47,53,36,981,444,Earthquake,Extreme
22,74,34,998,200,Cyclone,High
14,31,4,984,477,Wildfire,Extreme
50,75,18,1015,42,Cyclone,Medium
26,54,10,986,203,Landslide,High
22,67,18,1006,192,Cyclone,High
30,49,33,986,406,Earthquake,Extreme
32,52,22,1014,332,Cyclone,Extreme
14,76,23,1004,325,Earthquake,Extreme
22,83,19,1018,127,Cyclone,Medium
45,74,5,980,80,Flood,Medium
29,38,14,1016,206,Earthquake,High
25,75,37,998,389,Flood,Extreme
13,38,26,1015,455,Cyclone,Extreme
29,31,19,1016,236,Wildfire,High
14,28,17,990,206,Landslide,High
20,53,8,988,355,Flood,Extreme
41,22,17,1019,211,Flood,High
13,20,44,1022,488,Earthquake,Extreme
25,62,12,997,423,Flood,Extreme
42,74,21,999,335,Flood,Extreme
41,39,28,1021,26,Cyclone,Low
39,94,4,1015,213,Earthquake,High
34,43,17,1004,11,Flood,Low
35,45,5,998,25,Wildfire,Low
40,36,30,982,218,Flood,Extreme
10,56,40,987,102,Wildfire,Medium
26,92,6,1019,312,Cyclone,Extreme
50,25,22,997,39,Flood,Medium
37,86,5,1006,312,Earthquake,Extreme
41,67,24,1004,203,Earthquake,High
48,94,25,1021,438,Flood,Extreme
17,79,13,1002,278,Landslide,Extreme
20,49,27,1009,165,Flood,High
33,72,5,987,137,Landslide,High
19,96,11,1016,148,Landslide,High
11,40,8,984,96,Cyclone,Medium
24,45,45,1009,433,Cyclone,Extreme
20,55,23,989,305,Landslide,Extreme
16,58,11,1007,208,Earthquake,High
32,24,37,1007,177,Flood,High
19,39,4,1021,334,Cyclone,Extreme
38,79,25,1002,224,Flood,Extreme
27,22,37,1003,352,Landslide,Extreme
32,66,41,1009,261,Cyclone,Extreme
47,36,24,984,80,Flood,Medium
24,88,9,999,381,Wildfire,Extreme
19,93,34,980,313,Wildfire,Extreme
46,80,27,1016,356,Earthquake,Extreme
17,25,40,1002,280,Wildfire,Extreme
18,73,43,1020,50,Cyclone,Medium
14,55,9,1018,275,Cyclone,High
20,35,33,997,450,Flood,Extreme
10,40,29,1024,436,Flood,Extreme
32,94,20,983,119,Wildfire,High
40,96,24,1004,151,Landslide,High
24,45,13,1021,485,Cyclone,Extreme
38,32,41,1024,387,Landslide,Extreme
16,78,22,999,76,Cyclone,Medium
25,50,5,1013,144,Landslide,Medium
35,72,10,989,166,Landslide,High
40,93,37,1025,499,Wildfire,Extreme
23,32,2,1025,486,Landslide,Extreme
19,74,7,1014,37,Landslide,Low
42,90,43,992,98,Flood,High
23,90,8,994,353,Cyclone,Extreme
38,42,27,1020,384,Flood,Extreme
46,92,35,1004,24,Landslide,Medium
43,76,30,1025,473,Wildfire,Extreme
45,66,45,980,32,Landslide,Medium
39,52,43,997,336,Cyclone,Extreme
42,78,22,1017,388,Flood,Extreme
25,33,35,1011,307,Earthquake,Extreme
38,27,23,1013,428,Wildfire,Extreme
20,20,33,981,57,Wildfire,Medium
34,100,25,1019,381,Wildfire,Extreme
22,69,37,1005,480,Earthquake,Extreme
12,82,6,1025,211,Earthquake,High
38,38,14,1018,126,Cyclone,Medium
47,47,33,1005,386,Landslide,Extreme
45,41,1,1010,119,Wildfire,Medium
46,23,8,1013,291,Wildfire,Extreme
40,87,24,981,69,Flood,High
32,72,26,1011,166,Landslide,High
35,58,44,982,277,Flood,Extreme
43,38,14,1014,295,Landslide,Extreme
22,48,27,990,82,Flood,Medium
21,93,16,993,73,Flood,Medium
43,63,24,1002,447,Earthquake,Extreme
17,79,28,1009,209,Wildfire,High
41,82,37,993,323,Cyclone,Extreme
37,89,12,1010,362,Flood,Extreme
31,25,25,1014,288,Earthquake,Extreme
15,95,40,1019,398,Landslide,Extreme
22,44,30,1018,19,Flood,Low
29,22,1,987,478,Landslide,Extreme
18,83,39,980,393,Cyclone,Extreme
29,54,3,990,30,Cyclone,Low
21,38,8,1004,80,Cyclone,Low
40,78,23,1002,490,Flood,Extreme
18,44,23,1005,474,Cyclone,Extreme
33,75,37,998,208,Cyclone,Extreme
15,48,14,995,288,Landslide,Extreme
31,38,26,985,405,Flood,Extreme
13,23,37,1002,224,Landslide,High
15,99,17,1002,240,Flood,Extreme
30,64,35,987,488,Earthquake,Extreme
44,97,5,987,408,Flood,Extreme
10,50,29,998,80,Wildfire,Medium
12,26,25,1004,467,Landslide,Extreme
48,99,33,1006,413,Flood,Extreme
19,86,14,1022,142,Earthquake,High
44,33,35,987,40,Landslide,Medium
36,95,29,1006,36,Cyclone,Medium
32,57,1,996,298,Cyclone,Extreme
25,45,2,995,184,Earthquake,High
50,79,44,1000,461,Landslide,Extreme
49,67,21,1019,292,Earthquake,Extreme
15,73,41,992,461,Flood,Extreme
49,75,7,995,81,Wildfire,Medium
36,25,31,984,374,Wildfire,Extreme
41,60,9,1024,175,Landslide,High
28,96,5,985,278,Flood,Extreme
42,70,22,1023,17,Earthquake,Low
17,53,28,1001,301,Flood,Extreme
36,99,28,1002,298,Wildfire,Extreme
47,65,27,1009,335,Cyclone,Extreme
12,73,5,981,55,Flood,Medium
41,97,41,1011,17,Flood,Medium
10,77,6,995,88,Cyclone,Medium
41,53,5,1011,136,Wildfire,Medium
12,99,44,982,330,Wildfire,Extreme
43,24,39,1023,204,Cyclone,High
11,92,29,1007,165,Cyclone,High
15,89,39,1017,247,Wildfire,Extreme
29,30,18,997,88,Landslide,Medium
43,35,36,996,150,Earthquake,High
25,45,14,1002,488,Flood,Extreme
26,98,7,1007,486,Cyclone,Extreme
26,22,3,1022,220,Landslide,High
12,44,27,1011,299,Flood,Extreme
10,60,26,1007,290,Landslide,Extreme
46,50,6,1021,266,Landslide,Extreme
19,77,25,1019,291,Landslide,Extreme
49,74,44,1006,390,Earthquake,Extreme
42,84,36,1015,143,Cyclone,High
44,20,13,992,299,Flood,Extreme
24,28,21,1013,14,Earthquake,Low
47,60,11,983,123,Flood,High
24,38,31,989,39,Flood,Medium
49,69,2,995,345,Landslide,Extreme
29,72,20,989,57,Cyclone,Medium
32,58,3,997,449,Cyclone,Extreme
14,94,10,1023,184,Landslide,High
20,83,21,997,320,Wildfire,Extreme
45,22,29,1012,163,Flood,High
26,71,44,1023,491,Wildfire,Extreme
35,32,17,991,417,Flood,Extreme
44,76,21,989,350,Flood,Extreme
11,66,45,1016,461,Cyclone,Extreme
37,49,39,991,390,Flood,Extreme
44,84,43,1002,51,Wildfire,Medium
24,36,45,1019,186,Earthquake,High
18,31,45,1018,229,Cyclone,High
43,55,6,993,154,Wildfire,High
19,76,8,991,11,Flood,Low
22,61,43,984,64,Earthquake,Medium
42,97,1,1017,226,Earthquake,Extreme
33,36,43,1008,482,Cyclone,Extreme
16,44,39,1004,176,Landslide,High
